KOD_SUKL;DATOD;DATDO;POVOL_BALENI;UCEL;PRACOVISTE;DISTRIBUTOR;POZNAMKA;PREDKLADATEL;VYROBCE
0232467;28.03.2023;30.11.2026;507;Zabezpečení zásoby antidot pro léčbu osob kontaminovaných radionuklidy v rámci Středisek speciální zdravotní péče o osoby ozářené při radiačních nehodách (SSZP) a v jiných zdravotnických zařízeních v České republice a zabezpečení antidot pro léčbu intoxikací těžkými kovy pro zdravotnická zařízení v České republice.;Poskytovatelé zdravotních služeb formou ambulantní nebo lůžkové péče a Střediska speciální zdravotní péče o osoby ozářené při radiačních nehodách (SSZP). Koordinaci léčebného programu zabezpečuje Toxikologické informační středisko Kliniky pracovního lékařství Všeobecné fakultní nemocnice v Praze.;PHOENIX lékárenský velkoobchod, s.r.o., K pérovně 945/7, Hostivař, 102 00 Praha 10;;Všeobecná fakultní nemocnice v Praze, se sídlem U Nemocnice 499/2, 128 08 Praha 2;"Ever Pharma Jena GmbH, Otto-Schott-Straße 15, 07745 Jena, Německo;
IL-CSM Clinical Supplies Management GmbH Marie-Curie-Str. 8, 79539 Lörrach, Německo"
0232468;01.12.2022;31.12.2025;15;Léčba intoxikace radionuklidy (americium, plutonium, curium, kalifornium, berkelium). Možné použití k léčbě intoxikace radionuklidy těžkých kovů ? transurany, izotopy olova, železa, zinku, manganu, chromu.;Zdravotní středisko JE Temelín;PHOENIX lékárenský velkoobchod, s.r.o., K pérovně 945/7, Hostivař, 102 00 Praha 10;;Zdravotní středisko JE Temelín, 373 05 Temelín;"Ever Pharma Jena GmbH Otto-Schott-Straße 15, 07745 Jena Německo;
IL-CSM Clinical Supplies Management GmBH, Marie-Curie-Str. 8, 79539 Lörrach, Německo"
0232468;28.03.2023;30.11.2026;400;Zabezpečení zásoby antidot pro léčbu osob kontaminovaných radionuklidy v rámci Středisek speciální zdravotní péče o osoby ozářené při radiačních nehodách (SSZP) a v jiných zdravotnických zařízeních v České republice a zabezpečení antidot pro léčbu intoxikací těžkými kovy pro zdravotnická zařízení v České republice.;Poskytovatelé zdravotních služeb formou ambulantní nebo lůžkové péče a Střediska speciální zdravotní péče o osoby ozářené při radiačních nehodách (SSZP). Koordinaci léčebného programu zabezpečuje Toxikologické informační středisko Kliniky pracovního lékařství Všeobecné fakultní nemocnice v Praze.;PHOENIX lékárenský velkoobchod, s.r.o., K pérovně 945/7, Hostivař, 102 00 Praha 10;;Všeobecná fakultní nemocnice v Praze, se sídlem U Nemocnice 499/2, 128 08 Praha 2;"Ever Pharma Jena GmbH, Otto-Schott-Straße 15, 07745 Jena, Německo;
IL-CSM Clinical Supplies Management GmbH Marie-Curie-Str. 8, 79539 Lörrach, Německo"
0232469;28.03.2023;30.11.2026;78;Zabezpečení zásoby antidot pro léčbu osob kontaminovaných radionuklidy v rámci Středisek speciální zdravotní péče o osoby ozářené při radiačních nehodách (SSZP) a v jiných zdravotnických zařízeních v České republice a zabezpečení antidot pro léčbu intoxikací těžkými kovy pro zdravotnická zařízení v České republice.;Poskytovatelé zdravotních služeb formou ambulantní nebo lůžkové péče a Střediska speciální zdravotní péče o osoby ozářené při radiačních nehodách (SSZP). Koordinaci léčebného programu zabezpečuje Toxikologické informační středisko Kliniky pracovního lékařství Všeobecné fakultní nemocnice v Praze.;PHOENIX lékárenský velkoobchod, s.r.o., K pérovně 945/7, Hostivař, 102 00 Praha 10;;Všeobecná fakultní nemocnice v Praze, se sídlem U Nemocnice 499/2, 128 08 Praha 2;KVP Pharma + Veterinär Produkte GmbH, Projensdorfer Str. 324, 24106 Kiel, Německo
0232469;01.12.2022;31.12.2025;9;"Léčba hypertyreózy, pro blokádu štítné žlázy při scintigrafickém vyšetření jiných orgánů radioaktivním jódem nebo při imunitní scintigrafii pro detekci nádorů s radiojódem značenými protilátkami; pro detekci vrozené vady vychytávání jódu ve štítné žláze (chloristanový test). V případě radiační nehody jako antidotum při intoxikaci radioaktivním jódem, detoxikans.";Zdravotní středisko JE Temelín;PHOENIX lékárenský velkoobchod, s.r.o., K pérovně 945/7, Hostivař, 102 00 Praha 10;;Zdravotní středisko JE Temelín, 373 05 Temelín;KVP Pharma + Veterinär Produkte GmbH, Projensdorfer Str. 324, 24106 Kiel, Německo
0232470;28.03.2023;30.11.2026;400;Zabezpečení zásoby antidot pro léčbu osob kontaminovaných radionuklidy v rámci Středisek speciální zdravotní péče o osoby ozářené při radiačních nehodách (SSZP) a v jiných zdravotnických zařízeních v České republice a zabezpečení antidot pro léčbu intoxikací těžkými kovy pro zdravotnická zařízení v České republice.;Poskytovatelé zdravotních služeb formou ambulantní nebo lůžkové péče a Střediska speciální zdravotní péče o osoby ozářené při radiačních nehodách (SSZP). Koordinaci léčebného programu zabezpečuje Toxikologické informační středisko Kliniky pracovního lékařství Všeobecné fakultní nemocnice v Praze.;PHOENIX lékárenský velkoobchod, s.r.o., K pérovně 945/7, Hostivař, 102 00 Praha 10;;Všeobecná fakultní nemocnice v Praze, se sídlem U Nemocnice 499/2, 128 08 Praha 2;"Ever Pharma Jena GmbH Otto-Schott-Straße 15, 07745 Jena Německo;
IL-CSM Clinical Supplies Management GmBH, Marie-Curie-Str. 8, 79539 Lörrach, Německo"
0232588;29.12.2021;31.12.2023;24000;Krátkodobá léčba nespavosti dospělých a dětí od 12 let (benzodiazepiny jsou indikovány pouze v případě, že porucha je závažná, zneschopňující nebo způsobuje jedinci výraznou nepohodu). Sedace při premedikaci před chirurgickými nebo diagnostickými výkony.;Poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče.;společnost CZ Pharma s. r. o.;;CZ Pharma s.r.o., Náměstí Smiřických 42, Kostelec nad Černými lesy, 281 63;Recipharm Leganés S. L. U., Calle Severo Ochoa 13, Leganés, 289 14 Madrid, Španělsko
0232589;15.11.2021;31.10.2024;24000;"Zajištění léčivého přípravku s léčivou látkou kolestyramin pro léčbu dospělých a dětských pacientů (mužů i žen) v následujících terapeutických indikacích:
- kombinovaná léčba s inhibitorem HMG-CoA-reduktázy (statin) jako adjuvantní léčba k dietě pro dosažení aditivního snížení hladiny LDL cholesterolu u pacientů s primární hypercholesterolémií, u kterých není možná dostatečná kontrola pouze se statinem,
- monoterapeutická léčba jako adjuvantní léčba k dietě pro snížení zvýšeného celkového a LDL cholesterolu u pacientů s izolovanou primární hypercholesterolémií, kteří pociťují statin jako nepříjemný nebo ho dobře nesnášejí,
- chologenní diarrhoe,
- pruritus nebo ikterus u parciální neprůchodnosti žlučových cest.";Poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče.;společnost BIOTIKA BOHEMIA spol. s r.o.;;BIOTIKA BOHEMIA spol. s r.o., Durychova 101/66, 142 00 Praha 4, Česká republika;Agraria Pharma GmbH, Kesselsdorfer Strasse 116, 01159 Dresden, Německo
0232603;18.12.2020;31.05.2026;6000;Léčba onemocnění periferní arteriální cirkulace (makro- a mikrocirkulace) způsobené arteriosklerózou, diabetem a vaskulárními křečemi (claudicatio intermittens, diabetická makro- a mikroangiopatie, Reynaldův syndrom).;Poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče.;CZ Pharma s.r.o., se sídlem náměstí Smiřických 42, 281 63 Kostelec nad Černými lesy;Léčivý přípravek je možné distribuovat do 31. 5. 2021. Léčivý přípravek dodaný do lékáren je možné vydávat a používat při poskytování zdravotních služeb po dobu jeho použitelnosti.;CZ Pharma s.r.o., se sídlem náměstí Smiřických 42, 281 63 Kostelec nad Černými lesy;KRKA d.d., Novo mesto, Šmarješka cesta 6, 8501, Novo mesto, Slovinsko
0232603;08.04.2020;31.12.2025;15000;Léčba onemocnění periferní arteriální cirkulace (makro- a mikrocirkulace) způsobené arteriosklerózou, diabetem a vaskulárními křečemi (claudicatio intermittens, diabetická makro- a mikroangiopatie, Reynaldův syndrom).;Poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče.;CZ Pharma s.r.o., Kostelec nad Černými lesy, ČR.;Léčivý přípravek je možné distribuovat do 31. 12. 2020. Léčivý přípravek dodaný do lékáren je možné vydávat a používat při poskytování zdravotních služeb po dobu jeho použitelnosti.;CZ Pharma s.r.o., Náměstí Smiřických 42, Kostelec nad Černými lesy, 281 63;Krka, d.d., Novo mesto, Novo mesto, Slovinsko
0232603;30.12.2019;30.06.2025;15000;Léčba onemocnění periferní arteriální cirkulace (makro- a mikrocirkulace) způsobené arteriosklerózou, diabetem a vaskulárními křečemi (claudicatio intermittens, diabetická makro- a mikroangiopatie, Reynaldův syndrom).;Poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče.;CZ Pharma s.r.o., Kostelec nad Černými lesy, ČR.;Léčivý přípravek je možné distribuovat do 30. 6. 2020. Léčivý přípravek dodaný do lékáren je možné vydávat a používat při poskytování zdravotních služeb po dobu jeho použitelnosti.;CZ Pharma s.r.o., Náměstí Smiřických 42, Kostelec nad Černými lesy, 281 63, Česká republika;Krka, d.d., Novo mesto, Novo mesto, Slovinsko
0232604;01.12.2022;31.07.2024;1658;"Zajištění lokálního anestetika bez obsahu vasokonstrikční přísady ke stomatologickému
použití.";"Poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče v oboru
zubní lékařství, orální a maxilofaciální chirurgie.";AV Medical CZ s.r.o., se sídlem Dobronická 1257, 148 00 Praha 4 - Kunratice;"V souladu s tímto rozhodnutím je léčivý přípravek možné distribuovat do 31. 8. 2023. Léčivý přípravek dodaný do lékáren je možné vydávat a používat při poskytování zdravotních služeb po dobu jeho doby použitelnosti, tedy nejdéle do 31. 7. 2024.

Počet balení: 1658 platí kumulativně pro obě šaržě";AV Medical CZ s.r.o., se sídlem Dobronická 1257, 148 00 Praha 4 - Kunratice;MONICO SPA, Via Ponte di Pietra 7, 30173 Venezia/Mestre, Itálie
0232605;06.01.2022;31.12.2023;400;Léčba hypotenze během celkové anestezie a lokoregionální anestezie, ať již páteřní nebo epidurální, při chirurgických nebo porodnických výkonech. Preventivní léčba hypotenze při spinální anestezii při chirurgických nebo porodnických výkonech. Léčivý přípravek je určen pro dospělé pacienty.;Poskytovatelé zdravotních služeb formou lůžkové a jednodenní péče.;ARDEZ Pharma, spol. s r.o.;;ARDEZ Pharma, spol. s r.o., se sídlem Kosoř, V Borovičkách 278, okres Praha-západ, PSČ 252 26;Laboratoire Aguettant, Francie
0232606;02.03.2022;29.02.2024;18000;"Zajištění léčivého přípravku s léčivou látkou digoxinum v lékové formě injekčního
roztoku k léčbě dětí a dospělých v následujících indikacích: srdeční selhání s malou
ejekční frakcí, fibrilace síní, atriální flutter, paroxysmální supraventrikulární
tachykardie.";Poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče.;CZ Pharma s.r.o.;;CZ Pharma s.r.o., Náměstí Smiřických 42, 281 63 Kostelec nad Černými lesy;ZENTIVA S.A., B-dul Theodor Pallady nr. 50, Sector 3, 032266 Bucureşti, Rumunsko
0232607;06.12.2022;30.11.2024;96;Zajištění pokračování léčby pacientky s familiární schwanomatózou neregistrovaným léčivým přípravkem Tazemetostat. Pokračování léčby musí být schváleno ze strany společnosti Epizyme.;Klinika dětské onkologie, Fakultní nemocnice Brno, Dětská nemocnice, Černopolní 9, 613 00 Brno;WE Pharma Limited, Power Road 111, Chiswick, London, W4 5PY, Velká Británie;;Fakultní nemocnicí Brno, Jihlavská 20, 625 00 Brno;Epizyme, Inc., 400 Technology Square, 4th Floor Cambridge, MA 02139, USA
0232608;01.03.2023;28.02.2026;4500;Zabezpečení léčivého přípravku s látkou fluoresceinum natricum, který je určen k diagnostickým účelům, zejména při fluorescenční angiografii očního pozadí. Ve výjimečných případech lze přípravek použít při fluorometrii sklivce nebo fluorometrii nitrooční tekutiny.;Poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče.;AV Medical CZ s.r.o., Dobronická 1257, 148 00 Praha 4 - Kunratice;;AV Medical CZ s.r.o., Dobronická 1257, 148 00 Praha 4 - Kunratice;SERB SAS, 40 Avenue George V, 75008 Paris, Francie
0232610;21.03.2022;31.03.2024;160;"Zajištění léčivého přípravku s obsahem léčivé látky cidofovirum v lékové formě pro intravenózní podání. Léčivý přípravek je určen k použití v následujících indikacích:
 Indikace v souladu s platným souhrnem údajů o přípravku (SPC) léčivého přípravku:
- léčba cytomegalovirové retinitidy u dospělých se syndromem získané imunodeficience (AIDS) a bez renální dysfunkce.
 Indikace dle doporučení (guidelines) European Conference on Infections in Leukaemia:
- léčba závažných cytomegalovirových infekcí u dospělých, v případech selhání standartní léčby (ganciclovir, foscarnet, intravenózní imunoglobuliny (IVIG), kombinace ganciclovir+foscarnet) u pacientů s hematologickou malignitou a po transplantaci hematopoetických buněk v druhé nebo třetí linii léčby
(Guidelines for the management of cytomegalovirus infection in patients with haematological malignancies and after stem cell trasplantation from the 2017 European Conference on Infections in Leukaemia - ECIL 7);
- léčba závažných adenovirových infekcí a infekcí BK virem u dospělých pacientů s hemoragickou cystitidou u hematologických pacientů po transplantaci hematopoetických buněk (Guidelines for the treatment of invasive candidiasis, aspergillosis and mucormycosis in leukemia and hematopoietic stem cell transplant patients ECIL 6);
- léčba rezistentních cytomegalovirových a adenovirových infekcí u dětí do 18 let věku, a to pouze v případech selhání léčby ganciklovirem nebo foskarnetem, kdy nelze použít jinou léčbu.";Poskytovatelé zdravotních služeb formou lůžkové péče v oboru klinické onkologie, dětské onkologie a hematologie, radiační onkologie a onkogynekologie, specializované pracoviště - transplantační centrum, infekční lékařství, hematologie a transfuzní lékařství.;ARDEZ Pharma spol. s r.o.;;ARDEZ Pharma, spol. s r.o., V Borovičkách 278, 252 26 Kosoř;"Emcure Pharma UK Ltd, Basepoint Business Center, 110 Butterfield, Great Marlings, Luton, LU2 8DL, Spojené království;
MIAS Pharma Limited, Suite 2, Stafford House, Strand Road, Portmarnock, Co, Dublin, Irsko,"
0232611;27.04.2022;30.04.2024;500;Léčba dětského pacienta s gliomem s potvrzenou fúzí genu ROS1, u kterého již byly vyčerpány možnosti léčby schválenou terapií.;Centrum vysoce specializované onkologické péče pro děti - Fakultní nemocnice v Motole, V Úvalu 84, 150 06 Praha 5 -Motol;DHL Solutions Fashion GmbH, In der Au 9, 61197 Florstadt, Německo.;;Roche s.r.o., Sokolovská 685/136f, Karlín, 186 00 Praha 8, Česká republika;Roche Pharma AG, Emil-Barell-Strasse 1, D-79639 Grenzach-Wyhlen, Německo
0232615;01.03.2023;28.02.2025;5000;Léčivý přípravek je určen výhradně pro dospělé pacienty k léčbě silné bolesti, kterou nelze ovlivnit jinými registrovanými léčivými přípravky (jako je bolest v terminálním stádiu malignity). Léčivý přípravek není v rámci tohoto specifického léčebného programu určen k léčbě abstinenčního syndromu v důsledku závislosti na opioidech ani k substituční léčbě závislosti na opioidech.;"Poskytovatelé zdravotních služeb formou lůžkové a ambulantní péče.
Přípravek je oprávněn předepisovat pouze lékař se specializovanou způsobilostí v oboru klinická onkologie, radiační onkologie, onkogynekologie, hematologie, algeziologie, paliativní medicína.";ARDEZ Pharma, spol.s.r.o, V Borovičkách 278, 252 26 Kosoř, Česká republika;;ARDEZ Pharma, spol.s.r.o, V Borovičkách 278, 252 26 Kosoř, Česká republika;Alkaloid-INT d.o.o., Šlandrova ulica 4, 1231 Ljubljana - Črnuče, Slovinsko
