ATC;NT;NAZEV;NAZEV_EN
A05BA10;N;FOSFOLIPIDY;PHOSPHOLIPIDS
A05C;N;LÉČIVA K TERAPII ONEMOCNĚNÍ ŽLUČOVÝCH CEST A HEPATOPROTEKTIVA V KOMBINACI;DRUGS FOR BILE THERAPY AND LIPOTROPICS IN COMBINATION
A06;N;LÉČIVA PROTI ZÁCPĚ;DRUGS FOR CONSTIPATION
A06A;N;LÉČIVA PROTI ZÁCPĚ;DRUGS FOR CONSTIPATION
A06AA;N;ZMĚKČUJÍCÍ LAXATIVA;SOFTENERS, EMOLLIENTS
A06AA01;N;TEKUTÝ PARAFIN;LIQUID PARAFFIN
A06AA02;N;SODNÁ SŮL DOKUSÁTU;DOCUSATE SODIUM
A06AA51;N;TEKUTÝ PARAFIN, KOMBINACE;LIQUID PARAFFIN, COMBINATIONS
A06AB;N;KONTAKTNÍ LAXATIVA;CONTACT LAXATIVES
A06AB01;N;OXYFENISATIN;OXYPHENISATINE
A06AB02;N;BISAKODYL;BISACODYL
A06AB03;N;DANTRON;DANTRON
A06AB04;N;FENOLFTALEIN;PHENOLPHTHALEIN
A06AB05;N;RICINOVÝ OLEJ;CASTOR OIL
A06AB06;N;SENNOVÉ GLYKOSIDY;SENNA GLYCOSIDES
A06AB07;N;KŮRA ŘEŠETLÁKU PURSHOVA;CASCARA
A06AB08;N;NATRIUM-PIKOSULFÁT;SODIUM PICOSULFATE
A06AB09;N;BISOXATIN;BISOXATIN
A06AB20;N;KONTAKTNÍ LAXATIVA V KOMBINACI;CONTACT LAXATIVES IN COMBINATION
A06AB30;N;KONTAKTNÍ LAXATIVA V KOMBINACI S ALKALOIDY RULÍKU;CONTACT LAXATIVES IN COMBINATION WITH BELLADONNA ALKALOIDS
A06AB52;N;BISAKODYL, KOMBINACE;BISACODYL, COMBINATIONS
A06AB53;N;DANTRON, KOMBINACE;DANTRON, COMBINATIONS
A06AB56;N;SENNOVÉ GLYKOSIDY, KOMBINACE;SENNA GLYCOSIDES, COMBINATIONS
A06AB57;N;KŮRA ŘEŠETLÁKU PURSHOVA, KOMBINACE;CASCARA, COMBINATIONS
A06AB58;N;NATRIUM-PIKOSULFÁT, KOMBINACE;SODIUM PICOSULFATE, COMBINATIONS
A06AC;N;OBJEMOVÁ LAXATIVA;BULK-FORMING LAXATIVES
A06AC01;N;SEMENO JITROCELE VEJČITÉHO;ISPAGHULA (PSYLLA SEEDS)
A06AC02;N;ETHULOSA;ETHULOSE
A06AC03;N;STERKULIOVÁ KLOVATINA;STERCULIA
A06AC05;N;LNĚNÉ SEMENO;LINSEED
A06AC06;N;METHYLCELULOSA;METHYLCELLULOSE
A06AC07;N;PŠENIČNÁ VLÁKNINA;TRITICUM (WHEAT FIBRE)
A06AC08;N;VÁPENATÁ SŮL POLYKARBOFILU;POLYCARBOPHIL CALCIUM
A06AC51;N;SEMENO JITROCELE VEJČITÉHO, KOMBINACE;ISPAGHULA, COMBINATIONS
A06AC53;N;STERKULIOVÁ KLOVATINA, KOMBINACE;STERCULIA, COMBINATIONS
A06AC55;N;LNĚNÉ SEMENO, KOMBINACE;LINSEED, COMBINATIONS
A06AD;N;OSMOTICKY PŮSOBÍCÍ LAXATIVA;OSMOTICALLY ACTING LAXATIVES
A06AD01;N;UHLIČITAN HOŘEČNATÝ;MAGNESIUM CARBONATE
A06AD02;N;OXID HOŘEČNATÝ;MAGNESIUM OXIDE
A06AD03;N;PEROXID HOŘEČNATÝ;MAGNESIUM PEROXIDE
A06AD04;N;SÍRAN HOŘEČNATÝ;MAGNESIUM SULFATE
A06AD10;N;KOMBINACE MINERÁLNÍCH SOLÍ;MINERAL SALTS IN COMBINATION
A06AD11;N;LAKTULOSA;LACTULOSE
A06AD12;N;LAKTITOL;LACTITOL
A06AD13;N;SÍRAN SODNÝ;SODIUM SULFATE
A06AD14;N;PENTAERYTHRITOL;PENTAERITHRITYL
A06AD15;N;MAKROGOL;MACROGOL
A06AD16;N;MANNITOL;MANNITOL
A06AD17;N;FOSROREČNAN SODNÝ;SODIUM PHOSPHATE
A06AD18;N;SORBITOL;SORBITOL
A06AD19;N;MAGNESIUM-CITRÁT;MAGNESIUM CITRATE
A06AD21;N;NATRIUM-TARTARÁT;SODIUM TARTRATE
A06AD61;N;LAKTULOSA, KOMBINACE;LACTULOSE, COMBINATIONS
A06AD65;N;MAKROGOL, KOMBINACE;MACROGOL, COMBINATIONS
A06AG;N;LÉČIVA K OČIŠTĚNÍ STŘEVA (KLYZMATA);ENEMAS
A06AG01;N;FOSFOREČNAN SODNÝ;SODIUM PHOSPHATE
A06AG02;N;BISAKODYL;BISACODYL
A06AG03;N;DANTRON, VČETNĚ KOMBINACÍ;DANTRON, INCL. COMBINATIONS
A06AG04;N;GLYCEROL;GLYCEROL
A06AG06;N;OLEJ;OIL
A06AG07;N;SORBITOL;SORBITOL
A06AG10;N;SODNÁ SŮL DOKUSÁTU, VČETNĚ KOMBINACÍ;DOCUSATE SODIUM, INCL. COMBINATIONS
A06AG11;N;NATRIUM-LAURYL-SULFOACETÁT, VČETNĚ KOMBINACÍ;SODIUM LAURYL SULFOACETATE, INCL. COMBINATIONS
A06AG20;N;LÉČIVA K OČIŠTĚNÍ STŘEVA, KOMBINACE;COMBINATIONS
A06AH;N;PERIFERNÍ ANTAGONISTÉ OPIOIDNÍCH RECEPTORŮ;PERIPHERAL OPIOID RECEPTOR ANTAGONISTS
A06AH01;N;METHYLNALTREXONIUM-BROMID;METHYLNALTREXONE BROMIDE
A06AH02;N;ALVIMOPAN;ALVIMOPAN
A06AH03;N;NALOXEGOL;NALOXEGOL
A06AH04;N;NALOXON;NALOXONE
A06AH05;N;NALDEMEDIN;NALDEMEDINE
A06AX;N;JINÁ LÉČIVA PROTI ZÁCPĚ;OTHER DRUGS FOR CONSTIPATION
A06AX01;N;GLYCEROL;GLYCEROL
A06AX02;N;LÁTKY PRODUKUJÍCÍ OXID UHLIČITÝ;CARBON DIOXIDE PRODUCING DRUGS
A06AX03;N;LUBIPROSTON;LUBIPROSTONE
A06AX04;N;LINAKLOTID;LINACLOTIDE
A06AX05;N;PRUKALOPRID;PRUCALOPRIDE
A06AX06;N;TEGASEROD;TEGASEROD
A06AX07;N;PLEKANATID;PLECANATIDE
A06AX08;N;TENAPANOR;TENAPANOR
A06AX09;N;ELOBIXIBÁT;ELOBIXIBAT
A07;N;ANTIDIAROIKA, STŘEVNÍ PROTIZÁNĚTLIVÁ A PROTIINFEKČNÍ LÉČIVA;ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
A07A;N;STŘEVNÍ ANTIINFEKTIVA;INTESTINAL ANTIINFECTIVES
A07AA;N;ANTIBIOTIKA;ANTIBIOTICS
A07AA01;N;NEOMYCIN;NEOMYCIN
A07AA02;N;NYSTATIN;NYSTATIN
A07AA03;N;NATAMYCIN;NATAMYCIN
A07AA04;N;STREPTOMYCIN;STREPTOMYCIN
A07AA05;N;POLYMYXIN B;POLYMYXIN B
A07AA06;N;PAROMOMYCIN;PAROMOMYCIN
A07AA07;N;AMFOTERICIN B;AMPHOTERICIN B
A07AA08;N;KANAMYCIN;KANAMYCIN
A07AA09;N;VANKOMYCIN;VANCOMYCIN
A07AA10;N;KOLISTIN;COLISTIN
A07AA11;N;RIFAXIMIN;RIFAXIMIN
A07AA12;N;FIDAXOMICIN;FIDAXOMICIN
A07AA13;N;RIFAMYCIN;RIFAMYCIN
A07AA51;N;NEOMYCIN, KOMBINACE;NEOMYCIN, COMBINATIONS
A07AA54;N;STREPTOMYCIN, KOMBINACE;STREPTOMYCIN, COMBINATIONS
A07AB;N;SULFONAMIDY;SULFONAMIDES
A07AB02;N;FTALYLSULFATHIAZOL;PHTHALYLSULFATHIAZOLE
A07AB03;N;SULFAGUANIDIN;SULFAGUANIDINE
A07AB04;N;SUKCINYLSULFATHIAZOL;SUCCINYLSULFATHIAZOLE
A07AC;N;IMIDAZOLOVÉ DERIVÁTY;IMIDAZOLE DERIVATIVES
A07AC01;N;MIKONAZOL;MICONAZOLE
A07AX;N;JINÁ STŘEVNÍ ANTIINFEKTIVA;OTHER INTESTINAL ANTIINFECTIVES
A07AX01;N;BROXYCHINOLIN;BROXYQUINOLINE
A07AX02;N;ACETARSOL;ACETARSOL
A07AX03;N;NIFUROXAZID;NIFUROXAZIDE
A07AX04;N;NIFURZID;NIFURZIDE
A07B;N;STŘEVNÍ ADSORBENCIA;INTESTINAL ADSORBENTS
A07BA;N;PŘÍPRAVKY OBSAHUJÍCÍ AKTIVNÍ UHLÍ;CHARCOAL PREPARATIONS
A07BA01;N;AKTIVNÍ UHLÍ;MEDICINAL CHARCOAL
A07BA51;N;PŘÍPRAVKY OBSAHUJÍCÍ AKTIVNÍ UHLÍ, KOMBINACE;MEDICINAL CHARCOAL, COMBINATIONS
A07BB;N;PŘÍPRAVKY OBSAHUJÍCÍ BISMUT;BISMUTH PREPARATIONS
A07BC;N;JINÁ STŘEVNÍ ADSORBENCIA;OTHER INTESTINAL ADSORBENTS
A07BC01;N;PEKTIN;PECTIN
A07BC02;N;KAOLIN;KAOLIN
A07BC03;N;KROSPOVIDON;CROSPOVIDONE
A07BC04;N;ATTAPULGIT;ATTAPULGITE
A07BC05;N;DIOSMEKTIT;DIOSMECTITE
A07BC30;N;JINÁ STŘEVNÍ ADSORBENCIA, KOMBINACE;COMBINATIONS
A07BC54;N;ATTAPULGIT, KOMBINACE;ATTAPULGITE, COMBINATIONS
A07C;N;ELEKTROLYTY SE SACHARIDY;ELECTROLYTES WITH CARBOHYDRATES
A07CA;N;PERORÁLNÍ REHYDRATAČNÍ ELEKTROLYTOVÉ ROZTOKY;ORAL REHYDRATION SALT FORMULATIONS
A07D;N;ANTIPROPULZIVA;ANTIPROPULSIVES
A07DA;N;ANTIPROPULZIVA;ANTIPROPULSIVES
A07DA01;N;DIFENOXYLÁT;DIPHENOXYLATE
A07DA02;N;OPIUM;OPIUM
A07DA03;N;LOPERAMID;LOPERAMIDE
A07DA04;N;DIFENOXIN;DIFENOXIN
A07DA05;N;LOPERAMID-OXID;LOPERAMIDE OXIDE
A07DA06;N;ELUXADOLIN;ELUXADOLINE
A07DA52;N;MORFIN, KOMBINACE;MORPHINE, COMBINATIONS
A07DA53;N;LOPERAMID, KOMBINACE;LOPERAMIDE, COMBINATIONS
A07E;N;STŘEVNÍ PROTIZÁNĚTLIVÁ LÉČIVA;INTESTINAL ANTIINFLAMMATORY AGENTS
A07EA;N;KORTIKOSTEROIDY PŮSOBÍCÍ LOKÁLNĚ;CORTICOSTEROIDS ACTING LOCALLY
A07EA01;N;PREDNISOLON;PREDNISOLONE
A07EA02;N;HYDROKORTISON;HYDROCORTISONE
A07EA03;N;PREDNISON;PREDNISONE
A07EA04;N;BETAMETHASON;BETAMETHASONE
A07EA05;N;TIXOKORTOL;TIXOCORTOL
A07EA06;N;BUDESONID;BUDESONIDE
A07EA07;N;BEKLOMETASON;BECLOMETASONE
A07EB;N;ANTIALERGIKA KROMĚ KORTIKOSTEROIDŮ;ANTIALLERGIC AGENTS, EXCL. CORTICOSTEROIDS
A07EB01;N;KYSELINA CHROMOGLYKANOVÁ;CROMOGLICIC ACID
A07EC;N;KYSELINA AMINOSALICYLOVÁ A PODOBNÉ LÁTKY;AMINOSALICYLIC ACID AND SIMILAR AGENTS
A07EC01;N;SULFASALAZIN;SULFASALAZINE
A07EC02;N;MESALAZIN;MESALAZINE
A07EC03;N;OLSALAZIN;OLSALAZINE
A07EC04;N;BALSALAZID;BALSALAZIDE
A07F;N;PROTIPRŮJMOVÉ MIKROORGANISMY;ANTIDIARRHEAL MICROORGANISMS
A07FA;N;PROTIPRŮJMOVÉ MIKROORGANISMY;ANTIDIARRHEAL MICROORGANISMS
A07FA01;N;ORGANISMY PRODUKUJÍCÍ KYSELINU MLÉČNOU;LACTIC ACID PRODUCING ORGANISMS
A07FA02;N;SACCHAROMYCES BOULARDII;SACCHAROMYCES BOULARDII
A07FA51;N;ORGANISMY PRODUKUJÍCÍ KYSELINU MLÉČNOU, KOMBINACE;LACTIC ACID PRODUCING ORGANISMS, COMBINATIONS
A07X;N;JINÁ ANTIDIAROIKA;OTHER ANTIDIARRHEALS
A07XA;N;JINÁ ANTIDIAROIKA;OTHER ANTIDIARRHEALS
A07XA01;N;ALBUMIN-TANÁT;ALBUMIN TANNATE
A07XA02;N;ROHOVNÍKOVÁ KLOVATINA;CERATONIA
A07XA03;N;SLOUČENINY VÁPNÍKU;CALCIUM COMPOUNDS
A07XA04;N;RACEKADOTRIL;RACECADOTRIL
A07XA06;N;KROFELEMER;CROFELEMER
A07XA51;N;ALBUMIN-TANÁT, KOMBINACE;ALBUMIN TANNATE, COMBINATIONS
A08;N;LÉČIVA K TERAPII OBEZITY, KROMĚ DIETETIK;ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
A08A;N;LÉČIVA K TERAPII OBEZITY, KROMĚ DIETETIK;ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
A08AA;N;CENTRÁLNĚ PŮSOBÍCÍ LÉČIVA K TERAPII OBEZITY;CENTRALLY ACTING ANTIOBESITY PRODUCTS
A08AA01;N;FENTERMIN;PHENTERMINE
A08AA02;N;FENFLURAMIN;FENFLURAMINE
A08AA03;N;AMFEPRAMON;AMFEPRAMONE
A08AA04;N;DEXFENFLURAMIN;DEXFENFLURAMINE
A08AA05;N;MAZINDOL;MAZINDOL
A08AA06;N;ETILAMFETAMIN;ETILAMFETAMINE
A08AA07;N;KATHIN;CATHINE
A08AA08;N;KLOBENZOREX;CLOBENZOREX
A08AA09;N;MEFENOREX;MEFENOREX
A08AA10;N;SIBUTRAMIN;SIBUTRAMINE
A08AA11;N;LORKASERIN;LORCASERIN
A08AA12;N;SETMELANOTID;SETMELANOTIDE
A08AA51;N;FENTERMIN A TOPIRAMÁT;PHENTERMINE AND TOPIRAMATE
A08AA56;N;EFEDRIN, KOMBINACE;EPHEDRINE, COMBINATIONS
A08AA62;N;BUPROPION A NALTREXON;BUPROPION AND NALTREXONE
A08AB;N;PERIFERNĚ PŮSOBÍCÍ LÉČIVA K TERAPII OBEZITY;PERIPHERALLY ACTING ANTIOBESITY PRODUCTS
A08AB01;N;ORLISTAT;ORLISTAT
A08AX;N;JINÁ LÉČIVA K TERAPII OBEZITY;OTHER ANTIOBESITY DRUGS
A08AX01;N;RIMONABANT;RIMONABANT
A09;N;DIGESTIVA VČETNĚ ENZYMOVÝCH PŘÍPRAVKŮ;DIGESTIVES, INCL. ENZYMES
A09A;N;DIGESTIVA VČETNĚ ENZYMOVÝCH PŘÍPRAVKŮ;DIGESTIVES, INCL. ENZYMES
A09AA;N;ENZYMOVÉ PŘÍPRAVKY;ENZYME PREPARATIONS
A09AA01;N;AMYLASA;DIASTASE
A09AA02;N;MULTIENZYMOVÉ PŘÍPRAVKY (LIPASA, PROTEASA APOD.);MULTIENZYMES (LIPASE, PROTEASE ETC.)
A09AA03;N;PEPSIN;PEPSIN
A09AA04;N;TILAKTASA;TILACTASE
A09AB;N;ACIDA;ACID PREPARATIONS
A09AB01;N;HYDROCHLORID KYSELINY GLUTAMOVÉ;GLUTAMIC ACID HYDROCHLORIDE
A09AB02;N;BETAIN-HYDROCHLORID;BETAINE HYDROCHLORIDE
A09AB03;N;KYSELINA CHLOROVODÍKOVÁ;HYDROCHLORIC ACID
A09AB04;N;KYSELINA CITRONOVÁ;CITRIC ACID
A09AC;N;ENZYMY A ACIDA, KOMBINACE;ENZYME AND ACID PREPARATIONS, COMBINATIONS
A09AC01;N;PEPSIN A ACIDA;PEPSIN AND ACID PREPARATIONS
A09AC02;N;MULTIENZYMOVÉ PŘÍPRAVKY A ACIDA;MULTIENZYMES AND ACID PREPARATIONS
A10;N;LÉČIVA K TERAPII DIABETU;DRUGS USED IN DIABETES
A10A;N;INSULINY A ANALOGA;INSULINS AND ANALOGUES
A10AB;N;INSULINY A ANALOGA RYCHLE PŮSOBÍCÍ, K INJEKČNÍ APLIKACI;INSULINS AND ANALOGUES FOR INJECTION, FAST-ACTING
A10AB01;N;LIDSKÝ INSULIN;INSULIN (HUMAN)
A10AB02;N;HOVĚZÍ INSULIN;INSULIN (BEEF)
A10AB03;N;PRASEČÍ INSULIN;INSULIN (PORK)
A10AB04;N;INSULIN LISPRO;INSULIN LISPRO
A10AB05;N;INSULIN ASPART;INSULIN ASPART
A10AB06;N;INSULIN GLULISIN;INSULIN GLULISINE
A10AB30;N;KOMBINACE INSULINŮ;COMBINATIONS
A10AC;N;INSULINY A ANALOGA STŘEDNĚDOBĚ PŮSOBÍCÍ, K INJEKČNÍ APLIKACI;INSULINS AND ANALOGUES FOR INJECTION, INTERMEDIATE-ACTING
A10AC01;N;LIDSKÝ INSULIN;INSULIN (HUMAN)
A10AC02;N;HOVĚZÍ INSULIN;INSULIN (BEEF)
A10AC03;N;PRASEČÍ INSULIN;INSULIN (PORK)
A10AC04;N;INSULIN LISPRO;INSULIN LISPRO
A10AC30;N;KOMBINACE INSULINŮ;COMBINATIONS
A10AD;N;INSULINY A ANALOGA STŘEDNĚDOBĚ NEBO DLOUZE PŮSOBÍCÍ V KOMBINACI S RYCHLE PŮSOBÍCÍMI, K INJ. APLIKACI;INSULINS AND ANALOGUES FOR INJECTION, INTERMEDIATE- OR LONG-ACTING COMBINED WITH FAST-ACTING
A10AD01;N;LIDSKÝ INSULIN;INSULIN (HUMAN)
A10AD02;N;HOVĚZÍ INSULIN;INSULIN (BEEF)
A10AD03;N;PRASEČÍ INSULIN;INSULIN (PORK)
A10AD04;N;INSULIN LISPRO;INSULIN LISPRO
A10AD05;N;INSULIN ASPART;INSULIN ASPART
A10AD06;N;INSULIN DEGLUDEK A INSULIN ASPART;INSULIN DEGLUDEC AND INSULIN ASPART
A10AD30;N;KOMBINACE INSULINŮ;COMBINATIONS
A10AE;N;INSULINY A ANALOGA DLOUZE PŮSOBÍCÍ, K INJEKČNÍ APLIKACI;INSULINS AND ANALOGUES FOR INJECTION, LONG-ACTING
A10AE01;N;LIDSKÝ INSULIN;INSULIN (HUMAN)
A10AE02;N;HOVĚZÍ INSULIN;INSULIN (BEEF)
A10AE03;N;PRASEČÍ INSULIN;INSULIN (PORK)
A10AE04;N;INSULIN GLARGIN;INSULIN GLARGINE
A10AE05;N;INSULIN DETEMIR;INSULIN DETEMIR
A10AE06;N;INSULIN DEGLUDEK;INSULIN DEGLUDEC
A10AE30;N;KOMBINACE INSULINŮ;COMBINATIONS
A10AE54;N;INSULIN GLARGIN A LIXISENATID;INSULIN GLARGINE AND LIXISENATIDE
A10AE56;N;INSULIN DEGLUDEK A LIRAGLUTID;INSULIN DEGLUDEC AND LIRAGLUTIDE
A10AF;N;INSULINY A ANALOGA, INHALAČNÍ;INSULINS AND ANALOGUES FOR INHALATION
A10AF01;N;LIDSKÝ INSULIN;INSULIN (HUMAN)
A10B;N;ANTIDIABETIKA, KROMĚ INSULINŮ;BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BA;N;BIGUANIDY;BIGUANIDES
A10BA01;N;FENFORMIN;PHENFORMIN
A10BA02;N;METFORMIN;METFORMIN
A10BA03;N;BUFORMIN;BUFORMIN
A10BB;N;DERIVÁTY SULFONYLMOČOVINY;SULFONYLUREAS
A10BB01;N;GLIBENKLAMID;GLIBENCLAMIDE
A10BB02;N;CHLORPROPAMID;CHLORPROPAMIDE
A10BB03;N;TOLBUTAMID;TOLBUTAMIDE
A10BB04;N;GLIBORNURID;GLIBORNURIDE
A10BB05;N;TOLAZAMID;TOLAZAMIDE
A10BB06;N;KARBUTAMID;CARBUTAMIDE
A10BB07;N;GLIPIZID;GLIPIZIDE
A10BB08;N;GLICHIDON;GLIQUIDONE
A10BB09;N;GLIKLAZID;GLICLAZIDE
A10BB10;N;METAHEXAMID;METAHEXAMIDE
A10BB11;N;GLISOXEPID;GLISOXEPIDE
A10BB12;N;GLIMEPIRID;GLIMEPIRIDE
A10BB31;N;ACETOHEXAMID;ACETOHEXAMIDE
A10BC;N;SULFONAMIDY, HETEROCYKLICKÉ;SULFONAMIDES (HETEROCYCLIC)
A10BC01;N;GLYMIDIN;GLYMIDINE
A10BD;N;KOMBINACE PERORÁLNÍCH ANTIDIABETIK;COMBINATIONS OF ORAL BLOOD GLUCOSE LOWERING DRUGS
A10BD01;N;FENFORMIN A SULFONYLMOČOVINY;PHENFORMIN AND SULFONYLUREAS
A10BD02;N;METFORMIN A SULFONYLMOČOVINY;METFORMIN AND SULFONYLUREAS
A10BD03;N;METFORMIN A ROSIGLITAZON;METFORMIN AND ROSIGLITAZONE
A10BD04;N;GLIMEPIRID A ROSIGLITAZON;GLIMEPIRIDE AND ROSIGLITAZONE
A10BD05;N;METFORMIN A PIOGLITAZON;METFORMIN AND PIOGLITAZONE
A10BD06;N;GLIMEPIRID A PIOGLITAZON;GLIMEPIRIDE AND PIOGLITAZONE
A10BD07;N;METFORMIN A SITAGLIPTIN;METFORMIN AND SITAGLIPTIN
A10BD08;N;METFORMIN A VILDAGLIPTIN;METFORMIN AND VILDAGLIPTIN
A10BD09;N;PIOGLITAZON A ALOGLIPTIN;PIOGLITAZONE AND ALOGLIPTIN
A10BD10;N;METFORMIN A SAXAGLIPTIN;METFORMIN AND SAXAGLIPTIN
A10BD11;N;METFORMIN A LINAGLIPTIN;METFORMIN AND LINAGLIPTIN
A10BD12;N;PIOGLITAZON A SITAGLIPTIN;PIOGLITAZONE AND SITAGLIPTIN
A10BD13;N;METFORMIN A ALOGLIPTIN;METFORMIN AND ALOGLIPTIN
A10BD14;N;METFORMIN A REPAGLINID;METFORMIN AND REPAGLINIDE
A10BD15;N;METFORMIN A DAPAGLIFLOZIN;METFORMIN AND DAPAGLIFLOZIN
A10BD16;N;METFORMIN A KANAGLIFLOZIN;METFORMIN AND CANAGLIFLOZIN
A10BD17;N;METFORMIN A AKARBOSA;METFORMIN AND ACARBOSE
A10BD18;N;METFORMIN A GEMIGLIPTIN;METFORMIN AND GEMIGLIPTIN
A10BD19;N;LINAGLIPTIN A EMPAGLIFLOZIN;LINAGLIPTIN AND EMPAGLIFLOZIN
A10BD20;N;METFORMIN A EMPAGLIFLOZIN;METFORMIN AND EMPAGLIFLOZIN
A10BD21;N;SAXAGLIPTIN A DAPAGLIFLOZIN;SAXAGLIPTIN AND DAPAGLIFLOZIN
A10BD22;N;METFORMIN A EVOGLIPTIN;METFORMIN AND EVOGLIPTIN
A10BD23;N;METFORMIN A ERTUGLIFLOZIN;METFORMIN AND ERTUGLIFLOZIN
A10BD24;N;SITAGLIPTIN A ERTUGLIFLOZIN;SITAGLIPTIN AND ERTUGLIFLOZIN
A10BD25;N;METFORMIN, SAXAGLIPTIN A DAPAGLIFLOZIN;METFORMIN, SAXAGLIPTIN AND DAPAGLIFLOZIN
A10BD26;N;METFORMIN A LOBEGLITAZON;METFORMIN AND LOBEGLITAZONE
A10BD27;N;METFORMIN, LINAGLIPTIN A EMPAGLIFLOZIN;METFORMIN, LINAGLIPTIN AND EMPAGLIFLOZIN
A10BF;N;INHIBITORY ALFA-GLUKOSIDAS;ALPHA GLUCOSIDASE INHIBITORS
A10BF01;N;AKARBOSA;ACARBOSE
A10BF02;N;MIGLITOL;MIGLITOL
A10BF03;N;VOGLIBOSA;VOGLIBOSE
A10BG;N;THIAZOLIDINDIONY;THIAZOLIDINEDIONES
A10BG01;N;TROGLITAZON;TROGLITAZONE
A10BG02;N;ROSIGLITAZON;ROSIGLITAZONE
A10BG03;N;PIOGLITAZON;PIOGLITAZONE
A10BG04;N;LOBEGLITAZON;LOBEGLITAZONE
A10BH;N;INHIBITORY DIPEPTIDYL-PEPTIDASY 4 (DPP-4);DIPEPTIDYL PEPTIDASE 4 (DPP-4) INHIBITORS
A10BH01;N;SITAGLIPTIN;SITAGLIPTIN
A10BH02;N;VILDAGLIPTIN;VILDAGLIPTIN
A10BH03;N;SAXAGLIPTIN;SAXAGLIPTIN
A10BH04;N;ALOGLIPTIN;ALOGLIPTIN
A10BH05;N;LINAGLIPTIN;LINAGLIPTIN
A10BH06;N;GEMIGLIPTIN;GEMIGLIPTIN
A10BH07;N;EVOGLIPTIN;EVOGLIPTIN
A10BH08;N;TENELIGLIPTIN;TENELIGLIPTIN
A10BH51;N;SITAGLIPTIN A SIMVASTATIN;SITAGLIPTIN AND SIMVASTATIN
A10BH52;N;GEMIGLIPTIN A ROSUVASTATIN;GEMIGLIPTIN AND ROSUVASTATIN
A10BJ;N;ANALOGA GLP-1 (PEPTIDU PODOBNÉHO GLUKAGONU 1);GLUCAGON-LIKE PEPTIDE-1 (GLP-1) ANALOGUES
A10BJ01;N;EXENATID;EXENATIDE
A10BJ02;N;LIRAGLUTID;LIRAGLUTIDE
A10BJ03;N;LIXISENATID;LIXISENATIDE
A10BJ04;N;ALBIGLUTID;ALBIGLUTIDE
A10BJ05;N;DULAGLUTID;DULAGLUTIDE
A10BJ06;N;SEMAGLUTID;SEMAGLUTIDE
A10BJ07;N;BEINAGLUTID;BEINAGLUTIDE
A10BK;N;INHIBITORY SODÍKO-GLUKOSOVÉHO KOTRANSPORTÉRU 2 (SGLT2);SODIUM-GLUCOSE CO-TRANSPORTER 2 (SGLT2) INHIBITORS
A10BK01;N;DAPAGLIFLOZIN;DAPAGLIFLOZIN
A10BK02;N;KANAGLIFLOZIN;CANAGLIFLOZIN
A10BK03;N;EMPAGLIFLOZIN;EMPAGLIFLOZIN
A10BK04;N;ERTUGLIFLOZIN;ERTUGLIFLOZIN
A10BK05;N;IPRAGLIFLOZIN;IPRAGLIFLOZIN
A10BK06;N;SOTAGLIFLOZIN;SOTAGLIFLOZIN
A10BK07;N;LUSEOGLIFLOZIN;LUSEOGLIFLOZIN
A10BX;N;JINÁ ANTIDIABETIKA, KROMĚ INSULINŮ;OTHER BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BX01;N;GUAR GALAKTOMANNAN;GUAR GUM
A10BX02;N;REPAGLINID;REPAGLINIDE
A10BX03;N;NATEGLINID;NATEGLINIDE
A10BX05;N;PRAMLINTID;PRAMLINTIDE
A10BX06;N;BENFLUOREX;BENFLUOREX
A10BX08;N;MITIGLINID;MITIGLINIDE
A10BX15;N;IMEGLIMIN;IMEGLIMIN
A10BX16;N;TIRZEPATID;TIRZEPATIDE
A10BX17;N;KARFLOGLITAZAR;CARFLOGLITAZAR
A10BX18;N;DORZAGLIATIN;DORZAGLIATIN
A10X;N;JINÁ LÉČIVA K TERAPII DIABETU;OTHER DRUGS USED IN DIABETES
A10XA;N;INHIBITORY ALDOSOREDUKTAS;ALDOSE REDUCTASE INHIBITORS
A10XA01;N;TOLRESTAT;TOLRESTAT
A11;N;VITAMINY;VITAMINS
A11A;N;MULTIVITAMINY, KOMBINACE;MULTIVITAMINS, COMBINATIONS
A11AA;N;MULTIVITAMINY, KOMBINACE S MINERÁLY;MULTIVITAMINS WITH MINERALS
A11AA01;N;MULTIVITAMINY A ŽELEZO;MULTIVITAMINS AND IRON
A11AA02;N;MULTIVITAMINY A VÁPNÍK;MULTIVITAMINS AND CALCIUM
A11AA03;N;MULTIVITAMINY A JINÉ MINERÁLY, VČETNĚ KOMBINACÍ;MULTIVITAMINS AND OTHER MINERALS, INCL. COMBINATIONS
A11AA04;N;MULTIVITAMINY A STOPOVÉ PRVKY;MULTIVITAMINS AND TRACE ELEMENTS
A11AB;N;MULTIVITAMINY, JINÉ KOMBINACE;MULTIVITAMINS, OTHER COMBINATIONS
A11B;N;MULTIVITAMINY, SAMOTNÉ;MULTIVITAMINS, PLAIN
A11BA;N;MULTIVITAMINY, SAMOTNÉ;MULTIVITAMINS, PLAIN
